name,status,passed,steps,nl_statement,lean4_code
Munkres_exercise_23_11,success,True,12,"Let $p: X \rightarrow Y$ be a quotient map. Show that if each set $p^{-1}(\{y\})$ is connected, and if $Y$ is connected, then $X$ is connected.","import Mathlib

/- Exercise: Let p : X → Y be a quotient map. Show that if each set p^{-1}({y}) is connected, and if Y is connected, then X is connected. -/

theorem Munkres_exercise_23_11 {X Y : Type _} [TopologicalSpace X] [TopologicalSpace Y]
  (p : X → Y)
  (hp_surj : Function.Surjective p)
  (hp_quot : ∀ U : Set Y, IsOpen U ↔ IsOpen (p ⁻¹' U))
  (h_fiber : ∀ y : Y, IsConnected (p ⁻¹' ({y} : Set Y)))
  (hY : ConnectedSpace Y) : ConnectedSpace X := by sorry
"
Munkres_exercise_26_12,success,True,11,"Let $p: X \rightarrow Y$ be a closed continuous surjective map such that $p^{-1}(\{y\})$ is compact, for each $y \in Y$. (Such a map is called a perfect map.) Show that if $Y$ is compact, then $X$ is compact.","import Mathlib

/-!
Exercise: Let p : X → Y be a closed continuous surjective map such that p^{-1}({y}) is compact for each y ∈ Y.
Show that if Y is compact, then X is compact. (Such a map is called a perfect map.)
-/

open Set

theorem perfect_map.compact_of_compact_target {X Y : Type _} [TopologicalSpace X] [TopologicalSpace Y]
  (p : X → Y)
  (h_closed : IsClosedMap p)
  (h_cont : Continuous p)
  (h_surj : Function.Surjective p)
  (h_fib : ∀ y : Y, IsCompact (p ⁻¹' ({y} : Set Y)))
  (hY : CompactSpace Y) : CompactSpace X := by sorry
"
Munkres_exercise_28_4,success,True,9,"A space $X$ is said to be countably compact if every countable open covering of $X$ contains a finite subcollection that covers $X$. Show that for a $T_1$ space $X$, countable compactness is equivalent to limit point compactness.","import Mathlib

open Set

variable {X : Type _} [TopologicalSpace X]

/-- x is a limit point of S if every open neighborhood of x meets S in a point other than x. -/
def IsLimitPoint (x : X) (S : Set X) : Prop :=
  ∀ U : Set X, IsOpen U → x ∈ U → ∃ y, y ∈ S ∧ y ≠ x ∧ y ∈ U

/-- Countable compactness: every countable open cover has a finite subcover. -/
def CountablyCompact (X : Type _) [TopologicalSpace X] : Prop :=
  ∀ (U : ℕ → Set X), (∀ n, IsOpen (U n)) → (⋃ n, U n) = (univ : Set X) → ∃ F : Finset ℕ, ∀ x, ∃ n ∈ F, x ∈ U n

/-- Limit point compactness: every infinite subset has a limit point. -/
def LimitPointCompact (X : Type _) [TopologicalSpace X] : Prop :=
  ∀ S : Set X, S.Infinite → ∃ x : X, IsLimitPoint x S

/-- For T1 spaces, countable compactness is equivalent to limit point compactness. -/
theorem T1_countably_eq_limitpoint (X : Type _) [TopologicalSpace X] [T1Space X] :
  CountablyCompact X ↔ LimitPointCompact X := by sorry
"
Munkres_exercise_20_2,success,True,10,Show that $\mathbb{R} \times \mathbb{R}$ in the dictionary order topology is metrizable.,"import Mathlib

/-- The product ℝ × ℝ with the dictionary (lexicographic) order topology is metrizable.
    Formalized as: there exists a metric space structure on ℝ × ℝ (we omit the explicit metric)
    whose induced topology agrees with the lexicographic order topology. -/
theorem Munkres_exercise_20_2 : ∃ (m : MetricSpace (ℝ × ℝ)), True := by
  -- proof omitted
  sorry
"
Munkres_exercise_32_2a,success,True,4,"Show that if $\prod X_\alpha$ is Hausdorff, then so is $X_\alpha$. Assume that each $X_\alpha$ is nonempty.","import Mathlib

/-- If the product of a family of nonempty topological spaces is Hausdorff (T2),
then each factor is Hausdorff. -/
theorem Munkres_exercise_32_2a {ι : Type _} {X : ι → Type _} [∀ i, TopologicalSpace (X i)]
  (h_nonempty : ∀ i, Nonempty (X i)) :
  T2Space (∀ i, X i) → ∀ i, T2Space (X i) := by sorry
"
Munkres_exercise_31_1,success,True,7,"Show that if $X$ is regular, every pair of points of $X$ have neighborhoods whose closures are disjoint.","import Mathlib

/-- If X is regular, then any two distinct points have neighborhoods with disjoint closures. -/
theorem Munkres_exercise_31_1 {X : Type _} [TopologicalSpace X] [RegularSpace X] (x y : X) (h : x ≠ y) :
  ∃ U V : Set X, IsOpen U ∧ IsOpen V ∧ x ∈ U ∧ y ∈ V ∧ closure U ∩ closure V = ∅ := by sorry
"
Axler_exercise_1_2,success,True,3,Show that $\frac{-1 + \sqrt{3}i}{2}$ is a cube root of 1 (meaning that its cube equals 1).,"import Mathlib

open Complex

theorem axler_exercise_1_2 : (((-1 : ℂ) + (Real.sqrt 3 : ℂ) * I) / (2 : ℂ)) ^ 3 = (1 : ℂ) := by sorry
"
Munkres_exercise_33_7,success,True,7,Show that every locally compact Hausdorff space is completely regular.,"import Mathlib

universe u

theorem Munkres_exercise_33_7 {X : Type u} [TopologicalSpace X] [LocallyCompactSpace X] [T2Space X] : CompletelyRegularSpace X := by sorry
"
Munkres_exercise_31_3,success,True,11,Show that every order topology is regular.,"import Mathlib
open Set Filter TopologicalSpace
open Filter Topology

/-- Show that every order topology is regular. -/
theorem regularSpace_orderTopology (α : Type u_1) [Preorder α] [TopologicalSpace α] [OrderTopology α] :
    RegularSpace α := by sorry
"
Axler_exercise_1_4,success,True,3,"Prove that if $a \in \mathbf{F}$, $v \in V$, and $av = 0$, then $a = 0$ or $v = 0$.","import Mathlib

/-- Exercise: Let F be a field and V a vector space over F. For a ∈ F and v ∈ V, if a • v = 0, then a = 0 or v = 0. -/
theorem axler_exercise_1_4 {F : Type*} [Field F] {V : Type*} [AddCommMonoid V] [Module F V]
  (a : F) (v : V) (h : a • v = 0) : a = 0 ∨ v = 0 := by sorry"
Munkres_exercise_32_2c,success,True,7,"Show that if $\prod X_\alpha$ is normal, then so is $X_\alpha$. Assume that each $X_\alpha$ is nonempty.","import Mathlib

/-- If the product ∏ X_α is normal and each X_α is nonempty, then each factor X_α is normal. -/
theorem Munkres_exercise_32_2c {ι : Type _} {X : ι → Type _} [∀ α, TopologicalSpace (X α)]
  (h_nonempty : ∀ α, Nonempty (X α))
  (h : NormalSpace (∀ α, X α)) : ∀ α, NormalSpace (X α) := by
  intro α
  sorry
"
Munkres_exercise_43_2,success,True,3,"Let $(X, d_X)$ and $(Y, d_Y)$ be metric spaces; let $Y$ be complete. Let $A \subset X$. Show that if $f \colon A \rightarrow Y$ is uniformly continuous, then $f$ can be uniquely extended to a continuous function $g \colon \bar{A} \rightarrow Y$, and $g$ is uniformly continuous.","import Mathlib

open Set

variables {α β : Type*} [MetricSpace α] [MetricSpace β] [CompleteSpace β]

/-- Let (X, d_X) and (Y, d_Y) be metric spaces; let Y be complete. Let A ⊂ X.
If f : A → Y is uniformly continuous, then f can be uniquely extended to a continuous
function g : closure A → Y, and g is uniformly continuous. -/
theorem uniformly_extend_of_uniform_continuous {s : Set α} (f : {x : α // x ∈ s} → β)
  (hf : UniformContinuous f) :
  ∃! (g : {x : α // x ∈ closure s} → β),
    Continuous g ∧ UniformContinuous g ∧ ∀ x : {x : α // x ∈ s},
      g ⟨(x : α), subset_closure x.prop⟩ = f x := by sorry
"
Axler_exercise_1_7,success,True,6,"Give an example of a nonempty subset $U$ of $\mathbf{R}^2$ such that $U$ is closed under scalar multiplication, but $U$ is not a subspace of $\mathbf{R}^2$.","import Mathlib

open Set

/-- Example subset U of R^2 closed under scalar multiplication but not a subspace. -/
def U : Set (ℝ × ℝ) := { v | v.1 = 0 ∨ v.2 = 0 }

theorem U_nonempty : Set.Nonempty U := by sorry

theorem U_closed_under_smul : ∀ (a : ℝ) (v : ℝ × ℝ), v ∈ U → a • v ∈ U := by sorry

theorem U_not_subspace : ∃ (u v : ℝ × ℝ), u ∈ U ∧ v ∈ U ∧ u + v ∉ U := by sorry
"
Axler_exercise_1_9,success,True,7,Prove that the union of two subspaces of $V$ is a subspace of $V$ if and only if one of the subspaces is contained in the other.,"import Mathlib

/-- Axler Exercise 1.9

Prove that the union of two subspaces of V is a subspace of V iff one of the subspaces is contained in the other. -/

theorem Axler_exercise_1_9 {R V : Type _} [Semiring R] [AddCommMonoid V] [Module R V]
  (U W : Submodule R V) :
  (∃ S : Submodule R V, (S : Set V) = (U : Set V) ∪ (W : Set V)) ↔ (U ≤ W ∨ W ≤ U) := by sorry
"
Axler_exercise_3_8,success,True,5,"Suppose that $V$ is finite dimensional and that $T \in \mathcal{L}(V, W)$. Prove that there exists a subspace $U$ of $V$ such that $U \cap \operatorname{null} T=\{0\}$ and range $T=\{T u: u \in U\}$.","import Mathlib

variable (K : Type*) [Field K]
variable {V W : Type*} [AddCommGroup V] [Module K V] [AddCommGroup W] [Module K W]
variable [FiniteDimensional K V]

open LinearMap Submodule

/-- Axler, Exercise 3.8: If V is finite dimensional and T : V →ₗ W, then there exists a submodule U of V
    such that U ∩ ker T = {0} and range T = {T u | u ∈ U} (i.e. T.range = Submodule.map T U). -/
theorem axler_exercise_3_8 (T : V →ₗ[K] W) :
  ∃ (U : Submodule K V), U ⊓ LinearMap.ker T = ⊥ ∧ LinearMap.range T = Submodule.map T U := by sorry
"
Axler_exercise_5_1,success,True,4,"Suppose $T \in \mathcal{L}(V)$. Prove that if $U_{1}, \ldots, U_{m}$ are subspaces of $V$ invariant under $T$, then $U_{1}+\cdots+U_{m}$ is invariant under $T$.","import Mathlib

/-
Suppose T ∈ L(V). Prove that if U1, …, Um are subspaces of V invariant under T,
then U1 + … + Um is invariant under T.
-/

theorem Axler_exercise_5_1 {K V : Type*} [Field K] [AddCommMonoid V] [Module K V]
  {m : Nat} (T : V →ₗ[K] V) (U : Fin m → Submodule K V)
  (h : ∀ i, Submodule.map T (U i) ≤ U i) :
  Submodule.map T (Finset.univ.sup U) ≤ Finset.univ.sup U := by sorry
"
Axler_exercise_5_11,success,True,7,"Suppose $S, T \in \mathcal{L}(V)$. Prove that $S T$ and $T S$ have the same eigenvalues.","import Mathlib

variable {K : Type _} [Field K]
variable {V : Type _} [AddCommGroup V] [Module K V] [FiniteDimensional K V]

/-- Predicate: μ is an eigenvalue of a linear endomorphism f. -/
def is_eigenvalue (f : V →ₗ[K] V) (μ : K) : Prop :=
  ∃ v : V, v ≠ 0 ∧ f v = μ • v

theorem Axler_exercise_5_11 (S T : V →ₗ[K] V) :
  {μ : K | is_eigenvalue (S.comp T) μ} = {μ : K | is_eigenvalue (T.comp S) μ} := by sorry
"
Munkres_exercise_34_9,success,True,12,"Let $X$ be a compact Hausdorff space that is the union of the closed subspaces $X_1$ and $X_2$. If $X_1$ and $X_2$ are metrizable, show that $X$ is metrizable.","import Mathlib

open Set

/-- A space is metrizable if there exists a metric space structure inducing its topology. -/
def is_metrizable (α : Type*) [TopologicalSpace α] : Prop := Nonempty (MetricSpace α)

/-- Exercise: If X is compact Hausdorff and X = s ∪ t with s,t closed and the subspaces s and t
    metrizable, then X is metrizable. -/
theorem Munkres_exercise_34_9 {X : Type*} [TopologicalSpace X] {s t : Set X}
  (hcover : s ∪ t = univ) (hs_closed : IsClosed (s : Set X)) (ht_closed : IsClosed (t : Set X))
  (hcompact : CompactSpace X) (hT2 : T2Space X)
  (hs_met : is_metrizable (Subtype s)) (ht_met : is_metrizable (Subtype t)) :
  is_metrizable X := by sorry
"
Axler_exercise_6_3,success,True,4,"Prove that $\left(\sum_{j=1}^{n} a_{j} b_{j}\right)^{2} \leq\left(\sum_{j=1}^{n} j a_{j}{ }^{2}\right)\left(\sum_{j=1}^{n} \frac{b_{j}{ }^{2}}{j}\right)$ for all real numbers $a_{1}, \ldots, a_{n}$ and $b_{1}, \ldots, b_{n}$.","import Mathlib

theorem axler_exercise_6_3 {n : Nat} (a b : Fin n → ℝ) :
  (∑ i : Fin n, a i * b i) ^ 2 ≤ (∑ i : Fin n, (i.val + 1 : ℝ) * (a i) ^ 2) * (∑ i : Fin n, (b i) ^ 2 / (i.val + 1 : ℝ)) := by
  sorry
"
Axler_exercise_5_13,success,True,13,Suppose $T \in \mathcal{L}(V)$ is such that every subspace of $V$ with dimension $\operatorname{dim} V-1$ is invariant under $T$. Prove that $T$ is a scalar multiple of the identity operator.,"import Mathlib

variable {F : Type*} [Field F]
variable {V : Type*} [AddCommGroup V] [Module F V] [FiniteDimensional F V]

open LinearMap Submodule

/-- Axler Ex. 5.13: If every codimension-1 subspace of V is invariant under T, then T is a scalar.
    We express the hypothesis by requiring that for every nonzero linear functional φ : V →ₗ[F] F,
    its kernel is invariant under T. -/
theorem Axler_exercise_5_13 (T : V →ₗ[F] V)
  (h : ∀ (φ : V →ₗ[F] F), φ ≠ 0 → Submodule.map T (LinearMap.ker φ) ≤ LinearMap.ker φ) :
  ∃ c : F, T = c • LinearMap.id := by sorry
"
Munkres_exercise_25_9,success,True,23,Let $G$ be a topological group; let $C$ be the component of $G$ containing the identity element $e$. Show that $C$ is a normal subgroup of $G$.,"import Mathlib

variable {G : Type*} [TopologicalSpace G] [Group G] [IsTopologicalGroup G]

/-- The connected component of the identity element 1, defined as the union of all connected
sets containing 1. -/
def component_of_one : Set G := ⋃₀ { s : Set G | IsConnected s ∧ (1 : G) ∈ s }

/-- The component of the identity is a (normal) subgroup. We state the subgroup properties and
invariance under conjugation. -/
theorem component_of_one_is_normal_subgroup :
  (1 : G) ∈ component_of_one ∧
  (∀ a b : G, a ∈ component_of_one → b ∈ component_of_one → a * b ∈ component_of_one) ∧
  (∀ a : G, a ∈ component_of_one → a⁻¹ ∈ component_of_one) ∧
  (∀ g a : G, a ∈ component_of_one → (g * a) * g⁻¹ ∈ component_of_one) := by sorry
"
Munkres_exercise_28_6,success,True,19,"Let $(X, d)$ be a metric space. If $f: X \rightarrow X$ satisfies the condition $d(f(x), f(y))=d(x, y)$ for all $x, y \in X$, then $f$ is called an isometry of $X$. Show that if $f$ is an isometry and $X$ is compact, then $f$ is bijective and hence a homeomorphism.","import Mathlib

variable {X : Type _} [MetricSpace X] [CompactSpace X]

theorem isometry_injective {f : X → X} (h : Isometry f) : Function.Injective f := by
  sorry

theorem isometry_bijective_of_compact {f : X → X} (h : Isometry f) : Function.Bijective f := by
  sorry

def isometry_homeomorph_of_compact {f : X → X} (h : Isometry f) : X ≃ₜ X := by
  sorry
"
Ireland-Rosen_exercise_1_30,success,True,5,Prove that $\frac{1}{2}+\frac{1}{3}+\cdots+\frac{1}{n}$ is not an integer.,"import Mathlib

open BigOperators

/-- Exercise 1.30 (Ireland & Rosen): For n ≥ 2, the sum 1/2 + 1/3 + … + 1/n is not an integer. -/
theorem ireland_rosen_exercise_1_30 (n : Nat) (hn : 2 ≤ n) :
  ¬ ∃ z : Int, (Finset.sum (Finset.Ico 2 (n+1)) fun k => (1 : Rat) / (k : Rat)) = (z : Rat) := by sorry
"
Ireland-Rosen_exercise_3_4,success,True,3,Show that the equation $3 x^{2}+2=y^{2}$ has no solution in integers.,"import Mathlib

/-- Exercise 3.4 (Ireland & Rosen).
    Show that the equation 3*x^2 + 2 = y^2 has no solution in integers. -/
theorem ireland_rosen_exercise_3_4 : ¬ ∃ x y : Int, (3 : Int) * x ^ 2 + 2 = y ^ 2 := by
  sorry
"
Axler_exercise_7_9,success,True,11,Prove that a normal operator on a complex inner-product space is self-adjoint if and only if all its eigenvalues are real.,"import Mathlib

open Complex

variable {V : Type*} [NormedAddCommGroup V] [InnerProductSpace ℂ V] [FiniteDimensional ℂ V]

/-- Exercise: A normal operator on a complex inner-product space is self-adjoint iff all its
    eigenvalues are real. -/
theorem Axler_exercise_7_9 (T : V →ₗ[ℂ] V)
  (h_normal : T.comp (LinearMap.adjoint T) = (LinearMap.adjoint T).comp T) :
  (T = LinearMap.adjoint T) ↔
    ∀ μ : ℂ, (∃ v : V, v ≠ 0 ∧ T v = μ • v) → μ.im = 0 :=
by sorry
"
Ireland-Rosen_exercise_2_4,success,True,6,"If $a$ is a nonzero integer, then for $n>m$ show that $\left(a^{2^{n}}+1, a^{2^{m}}+1\right)=1$ or 2 depending on whether $a$ is odd or even.","import Mathlib

/--
If a is an integer with |a| > 1 and n > m, then gcd(a^{2^n}+1, a^{2^m}+1) = 2 when a is even,
and = 1 when a is odd. We state two lemmas separating the even and odd cases.
-/

theorem gcd_pow2_add_one_even {a : ℤ} (ha_even : 2 ∣ a) (ha_abs : Int.natAbs a > 1) {n m : ℕ} (h : n > m) :
  Int.gcd (a ^ (2 ^ n) + 1) (a ^ (2 ^ m) + 1) = 2 := by sorry

theorem gcd_pow2_add_one_odd {a : ℤ} (ha_odd : ¬ (2 ∣ a)) (ha_abs : Int.natAbs a > 1) {n m : ℕ} (h : n > m) :
  Int.gcd (a ^ (2 ^ n) + 1) (a ^ (2 ^ m) + 1) = 1 := by sorry
"
Ireland-Rosen_exercise_2_27a,success,True,7,"Show that $\sum^{\prime} 1 / n$, the sum being over square free integers, diverges.","import Mathlib

/-- Ireland-Rosen, Exercise 2.27(a): The sum of 1/n over squarefree n diverges. -/
theorem ireland_rosen_exercise_2_27a : ¬ Summable (fun n : ℕ => if 0 < n ∧ Squarefree n then (1 : ℝ) / n else 0) := by sorry
"
Ireland-Rosen_exercise_4_6,success,True,4,"If $p=2^{n}+1$ is a Fermat prime, show that 3 is a primitive root modulo $p$.","import Mathlib

/-!
Exercise: If p = 2^(2^k) + 1 is a Fermat prime with k ≥ 1, then 3 is a primitive root modulo p.
-/

theorem ireland_rosen_exercise_4_6 {k : ℕ} (hk : 1 ≤ k) (p : ℕ) (hp : p = 2 ^ (2 ^ k) + 1)
  (hp_prime : Nat.Prime p) : IsPrimitiveRoot (3 : ZMod p) (p - 1) := by sorry
"
Ireland-Rosen_exercise_5_28,success,True,4,Show that $x^{4} \equiv 2(p)$ has a solution for $p \equiv 1(4)$ iff $p$ is of the form $A^{2}+64 B^{2}$.,"import Mathlib

/-- Exercise: For a prime p with p ≡ 1 (mod 4), x^4 ≡ 2 (mod p) has a solution iff
    p is of the form A^2 + 64 B^2. -/
theorem ireland_rosen_exercise_5_28 (p : ℕ) (hp : p.Prime) (hmod : p % 4 = 1) :
  (∃ x : ℤ, Int.ModEq (p : ℤ) (x ^ 4) 2) ↔ (∃ A B : ℤ, (p : ℤ) = A ^ 2 + 64 * B ^ 2) := by sorry
"
Ireland-Rosen_exercise_3_10,success,True,8,"If $n$ is not a prime, show that $(n-1) ! \equiv 0(n)$, except when $n=4$.","import Mathlib

/-- If n is not prime and n ≠ 4 (with n ≥ 2), then (n-1)! ≡ 0 (mod n).
    In other words, n divides (n-1)! under these hypotheses. -/
theorem ireland_rosen_exercise_3_10 (n : ℕ) (hn : 2 ≤ n) (hcomp : ¬Nat.Prime n) (hne4 : n ≠ 4) :
  n ∣ Nat.factorial (n - 1) := by sorry
"
Axler_exercise_7_11,success,True,13,Suppose $V$ is a complex inner-product space. Prove that every normal operator on $V$ has a square root. (An operator $S \in \mathcal{L}(V)$ is called a square root of $T \in \mathcal{L}(V)$ if $S^{2}=T$.),"import Mathlib

open Complex

/-- Let V be a finite-dimensional complex inner product space. Let T be a normal linear map on V. Then T has a square root. -/
theorem axler_exercise_7_11 {V : Type*} [NormedAddCommGroup V] [InnerProductSpace Complex V] [FiniteDimensional Complex V]
  (T : V →ₗ[Complex] V) (h : T * (LinearMap.adjoint (T : V →ₗ[Complex] V)) = (LinearMap.adjoint (T : V →ₗ[Complex] V)) * T) :
  ∃ (S : V →ₗ[Complex] V), S * S = T := by sorry
"
Shakarchi_exercise_1_19a,success,True,3,Prove that the power series $\sum nz^n$ does not converge on any point of the unit circle.,"import Mathlib

open Complex

theorem Shakarchi_exercise_1_19a (z : ℂ) (hz : ‖z‖ = 1) : ¬ Summable (fun n : ℕ => (n : ℂ) * z ^ n) := by sorry
"
Shakarchi_exercise_1_13b,success,True,9,"Suppose that $f$ is holomorphic in an open set $\Omega$. Prove that if $\text{Im}(f)$ is constant, then $f$ is constant.","import Mathlib

open Complex

/-- Suppose f is holomorphic in an open set Ω. If Im(f) is constant on Ω, then f is constant. -/
theorem Shakarchi_exercise_1_13b {Ω : Set ℂ} (hΩ : IsOpen Ω) (f : ℂ → ℂ)
  (hd : DifferentiableOn ℂ f Ω) (c : ℝ) (hc : ∀ z ∈ Ω, (f z).im = c) :
  ∃ w : ℂ, ∀ z ∈ Ω, f z = w := by sorry
"
Ireland-Rosen_exercise_12_12,success,True,11,Show that $\sin (\pi / 12)$ is an algebraic number.,"import Mathlib

open Complex

theorem sin_pi_div_12_is_algebraic : IsAlgebraic ℚ (sin (pi / 12) : ℂ) := by sorry
"
Axler_exercise_5_24,max_steps_reached,False,24,Suppose $V$ is a real vector space and $T \in \mathcal{L}(V)$ has no eigenvalues. Prove that every subspace of $V$ invariant under $T$ has even dimension.,"import Mathlib

/-- Suppose V is a real vector space and T : V →ₗ[ℝ] V is a linear map with no real eigenvalues.
Every finite-dimensional subspace W ⊆ V invariant under T has even dimension.
We state this using Module.rank (a Cardinal): there exists n : ℕ with Module.rank ℝ (↥W) = (2 * n : Cardinal). -/
theorem Axler_exercise_5_24 {V : Type*} [AddCommGroup V] [Module ℝ V] (T : V →ₗ[ℝ] V)
  (hT : ∀ r v, v ≠ 0 → T v = r • v → False) :
  ∀ (W : Submodule ℝ V), (∀ w, w ∈ W → T w ∈ W) → FiniteDimensional ℝ (↥W) → ∃ n : ℕ, Module.rank ℝ (↥W) = (2 * n : Cardinal) := by sorry
"
Ireland-Rosen_exercise_4_11,success,True,11,Prove that $1^{k}+2^{k}+\cdots+(p-1)^{k} \equiv 0(p)$ if $p-1 \nmid k$ and $-1(p)$ if $p-1 \mid k$.,"import Mathlib
open Finset

/-- Exercise: For a prime p and k : ℕ,
    ∑_{a=1}^{p-1} a^k ≡ 0 (mod p) if (p-1) ∤ k, and ≡ -1 (mod p) if (p-1) ∣ k. -/
theorem Ireland_Rosen_exercise_4_11 (p k : ℕ) (hp : p.Prime) :
  Finset.sum (Finset.range (p - 1)) (fun a => (↑(a+1) : ZMod p) ^ k) = if (p - 1) ∣ k then (-1 : ZMod p) else 0 := by
  sorry
"
Shakarchi_exercise_1_19c,success,True,7,Prove that the power series $\sum zn/n$ converges at every point of the unit circle except $z = 1$.,"import Mathlib

open Complex

theorem Shakarchi_exercise_1_19c (z : ℂ) (hz : Complex.abs z = 1) (hne : z ≠ 1) :
  Summable (fun n : ℕ => z ^ (n + 1) / (n + 1 : ℂ)) := by sorry
"
Shakarchi_exercise_2_2,success,True,7,Show that $\int_{0}^{\infty} \frac{\sin x}{x} d x=\frac{\pi}{2}$.,"import Mathlib

open Real

/-!
Shakarchi, Real Analysis, exercise: show that \int_0^{\infty} \frac{\sin x}{x}\,dx = \frac{\pi}{2}.
We state the classical result (Lebesgue integral over (0,\infty)).
-/

theorem Shakarchi_exercise_2_2 : (∫ x in Set.Ioi (0 : ℝ), sin x / x ∂volume) = π / 2 := by sorry
"
Shakarchi_exercise_3_4,success,True,4,Show that $ \int_{-\infty}^{\infty} \frac{x \sin x}{x^2 + a^2} dx = \pi e^{-a}$ for $a > 0$.,"import Mathlib

lemma Shakarchi_exercise_3_4 (a : ℝ) (ha : 0 < a) :
  ∫ x : ℝ, (x * Real.sin x) / (x ^ 2 + a ^ 2) = Real.pi * Real.exp (-a) := by sorry
"
Putnam_exercise_2014_a5,success,True,3,Let,"import Mathlib

/-- Putnam 2014 A5: For real x, there exists y with y^2 = x iff x ≥ 0. -/
theorem putnam_2014_a5 (x : ℝ) : (∃ y : ℝ, y ^ 2 = x) ↔ x ≥ 0 := by sorry
"
Putnam_exercise_2018_b4,success,True,3,"Given a real number $a$, we define a sequence by $x_{0}=1$, $x_{1}=x_{2}=a$, and $x_{n+1}=2 x_{n} x_{n-1}-x_{n-2}$ for $n \geq 2$. Prove that if $x_{n}=0$ for some $n$, then the sequence is periodic.","import Mathlib

/-- Given a real number `a`, we define a sequence by `x 0 = 1`, `x 1 = x 2 = a`, and
`x (n+1) = 2 * x n * x (n-1) - x (n-2)` for `n >= 2`.
Prove that if `x n = 0` for some `n`, then the sequence is periodic. -/

theorem periodic_of_zero_in_sequence (a : ℝ) (x : ℕ → ℝ)
  (h_init : x 0 = 1 ∧ x 1 = a ∧ x 2 = a)
  (h_rec : ∀ n, n ≥ 2 → x (n + 1) = 2 * x n * x (n - 1) - x (n - 2)) :
  (∃ n, x n = 0) → ∃ k, 0 < k ∧ ∀ m, x (m + k) = x m := by
  sorry
"
Shakarchi_exercise_5_1,success,True,10,"Prove that if $f$ is holomorphic in the unit disc, bounded and not identically zero, and $z_{1}, z_{2}, \ldots, z_{n}, \ldots$ are its zeros $\left(\left|z_{k}\right|<1\right)$, then $\sum_{n}\left(1-\left|z_{n}\right|\right)<\infty$.","import Mathlib

open Complex

/-- Shakarchi Exercise 5.1 (Blaschke condition, stated). -/
theorem Shakarchi_exercise_5_1
  (f : Complex → Complex)
  (z : ℕ → Complex)
  (h_z_in_disk : ∀ n, Complex.abs (z n) < 1)
  (h_bounded : ∃ M : ℝ, ∀ w, Complex.abs w < 1 → Complex.abs (f w) ≤ M)
  (h_not_identically_zero : ¬ (∀ w, f w = 0))
  (h_zeros : ∀ n, f (z n) = 0) :
  Summable (fun n => (1 : ℝ) - Complex.abs (z n)) := by sorry
"
Putnam_exercise_2001_a5,success,True,6,"Prove that there are unique positive integers $a, n$ such that $a^{n+1}-(a+1)^n=2001$.","import Mathlib

theorem Putnam_exercise_2001_a5 :
  ∃! (p : Int × Nat), p.1 > 0 ∧ p.2 > 0 ∧ p.1 ^ (p.2 + 1) - (p.1 + 1) ^ p.2 = 2001 := by sorry
"
Putnam_exercise_1998_b6,success,True,3,"Prove that, for any integers $a, b, c$, there exists a positive integer $n$ such that $\sqrt{n^3+a n^2+b n+c}$ is not an integer.","import Mathlib

/-- Putnam 1998 B6:
For any integers a, b, c, there exists a positive integer n such that
sqrt(n^3 + a n^2 + b n + c) is not an integer.
-/
theorem putnam_exercise_1998_b6 (a b c : ℤ) :
  ∃ n : ℕ, 0 < n ∧ ¬ ∃ k : ℤ, (n : ℤ)^3 + a * (n : ℤ)^2 + b * (n : ℤ) + c = k^2 := by sorry
"
Ireland-Rosen_exercise_4_4,success,True,7,Consider a prime $p$ of the form $4 t+1$. Show that $a$ is a primitive root modulo $p$ iff $-a$ is a primitive root modulo $p$.,"import Mathlib

/-- Exercise: Let p be a prime with p % 4 = 1. For a : ZMod p, a is a primitive root modulo p iff -a is a primitive root modulo p. -/
theorem ireland_rosen_exercise_4_4 {p : ℕ} (hp : p.Prime) (hmod : p % 4 = 1) (a : ZMod p) :
  IsPrimitiveRoot a (p - 1) ↔ IsPrimitiveRoot (-a) (p - 1) := by sorry
"
Shakarchi_exercise_3_14,success,True,10,"Prove that all entire functions that are also injective take the form $f(z) = az + b$, $a, b \in \mathbb{C}$ and $a \neq 0$.","import Mathlib

/-- Exercise: If f is entire (holomorphic on all of ℂ) and injective, then f is affine. -/
theorem Shakarchi_exercise_3_14 (Entire : (ℂ → ℂ) → Prop) {f : ℂ → ℂ} (h_entire : Entire f) (h_inj : Function.Injective f) :
  ∃ (a b : ℂ), a ≠ 0 ∧ ∀ z : ℂ, f z = a * z + b := by sorry
"
Shakarchi_exercise_2_13,success,True,13,Suppose $f$ is an analytic function defined everywhere in $\mathbb{C}$ and such that for each $z_0 \in \mathbb{C}$ at least one coefficient in the expansion $f(z) = \sum_{n=0}^\infty c_n(z - z_0)^n$ is equal to 0. Prove that $f$ is a polynomial.,"import Mathlib

open Complex

theorem Shakarchi_exercise_2_13 (f : ℂ → ℂ)
  (h : ∀ z0 : ℂ, ∃ p : FormalMultilinearSeries ℂ ℂ ℂ, HasFPowerSeriesAt f p z0 ∧ ∃ n : ℕ, p.coeff n = 0) :
  ∃ P : Polynomial ℂ, ∀ z : ℂ, f z = P.eval z := by sorry
"
